rank,en,pos,zh,definition,tracks,priority,issue_codes,defect_count,risk_count,heuristic_count,content_token_count,outside_vocab_ratio,advanced_token_ratio,harder_than_headword_ratio,outside_tokens,advanced_tokens
17169,blackmail,n.,勒索,extortion of money by threats to divulge discrediting information,postgrad,P3,high_outside_vocab_ratio,0,0,1,6,0.500,0.500,0.500,discrediting|divulge|extortion,discrediting|divulge|extortion
17204,whisky,n.,威士忌酒、轻便马车,a liquor made from fermented mash of grain,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,5,0.400,0.800,0.400,fermented|mash,fermented|grain|liquor|mash
17663,vex,v.,使烦恼、使苦恼,"subject to prolonged examination, discussion, or deliberation",cet4+cet6,P3,definition_too_advanced,0,0,1,5,0.200,0.600,0.200,deliberation,deliberation|examination|prolonged
17812,stereotyped,adj.,用铅版印的、老一套的、套用老调的,lacking spontaneity or originality or individuality,postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,4,0.750,0.750,0.750,individuality|originality|spontaneity,individuality|originality|spontaneity
18288,reproach,n.,责备、耻辱,a mild rebuke or criticism,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,mild|rebuke
18407,curt,adj.,简略的、简短的、生硬的,marked by rude or peremptory shortness,cet6,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,4,0.500,0.750,0.500,peremptory|shortness,peremptory|rude|shortness
18804,Moslem,n.,穆斯林,a believer in or follower of Islam,cet6,P3,definition_too_advanced,0,0,1,3,0.333,1.000,0.333,believer,believer|follower|islam
19393,interconnect,v.,使互相连接,cause to be interconnected or interwoven,cet6,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,interwoven,interconnected|interwoven
19549,retell,v.,再讲、重复、重说,"render verbally, ""recite a poem""",cet4+cet6,P3,definition_too_advanced,0,0,1,4,0.250,0.750,0.250,verbally,recite|render|verbally
19930,inversely,adv.,相反地,in an inverse or contrary manner,cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,contrary|inverse
20084,radioactivity,n.,放射性,the spontaneous emission of a stream of particles or electromagnetic rays in nuclear decay,cet4+cet6,P3,definition_too_advanced,0,0,1,8,0.125,0.625,0.125,electromagnetic,decay|electromagnetic|particles|rays|spontaneous
20210,sociable,adj.,好交际的、社交的、过社会生活的,inclined to or conducive to companionship with others,postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,4,0.500,0.750,0.500,companionship|conducive,companionship|conducive|inclined
20319,rascal,n.,流氓、无赖、坏蛋,a deceitful and unreliable scoundrel,cet6,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,3,0.667,1.000,0.667,deceitful|scoundrel,deceitful|scoundrel|unreliable
21711,ultrasonic,n.,超声波,having frequencies above those of audible sound,cet6,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,audible,audible|frequencies
22027,petrol,n.,汽油,a volatile flammable mixture of hydrocarbons (hexane and heptane and octane etc.) derived from petroleum,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,10,0.600,0.900,0.600,etc|flammable|heptane|hexane|octane|volatile,derived|etc|flammable|heptane|hexane|hydrocarbons|octane|petroleum|volatile
22127,dishonour,n.,不名誉、使人丢脸的人/事、耻辱,a state of shame or disgrace,cet4+cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,disgrace|shame
23460,bay,n.,海湾、狗吠声、月桂,an indentation of a shoreline larger than a cove but smaller than a gulf,cet4+cet6+postgrad,P3,definition_too_advanced|high_outside_vocab_ratio,0,0,2,6,0.500,0.667,0.500,cove|indentation|shoreline,cove|gulf|indentation|shoreline
23567,distill,v.,蒸馏,undergo the process of distillation,postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,distillation,distillation|undergo
23933,lamentation,n.,悲叹、哀悼,the passionate and demonstrative activity of expressing grief,cet6,P3,definition_too_advanced,0,0,1,5,0.400,0.600,0.400,demonstrative|passionate,demonstrative|grief|passionate
24690,insulator,n.,绝缘体、从事绝缘工作的工人,a material such as glass or porcelain with negligible electrical or thermal conductivity,cet6,P3,definition_too_advanced,0,0,1,7,0.143,0.714,0.143,conductivity,conductivity|electrical|negligible|porcelain|thermal
26238,adverb,n.,副词,the word class that qualifies verbs or clauses,cet4+postgrad,P3,definition_too_advanced,0,0,1,5,0.000,0.600,0.000,,clauses|qualifies|verbs
28011,sophisticate,n.,久经世故的人、精于...之道的人,a worldly-wise person,cet6,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,worldly,wise|worldly
30041,xerox,v.,静电复印,a copy made by a xerographic printer,cet6+postgrad,P2,pos_definition_conflict,0,1,0,4,0.250,0.500,0.250,xerographic,printer|xerographic
30215,bewilder,v.,使迷惑、使不知所措,cause to be confused emotionally,cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,0.333,emotionally,confused|emotionally
33505,worst,adj.,最坏的、最糟的,the least favorable outcome,cet4+cet6+postgrad,P2,pos_definition_conflict,0,1,0,3,0.000,0.333,0.000,,favorable
34122,jewellery,n.,宝石、贵重饰物、珠宝,an adornment (as a bracelet or ring or necklace) made of precious metals and set with gems (or imitation gems),cet6,P3,definition_too_advanced,0,0,1,11,0.364,0.636,0.364,adornment|bracelet|gems,adornment|bracelet|gems|imitation|necklace|precious
36003,cosy,adj.,温暖舒适的,a padded cloth covering to keep a teapot warm,postgrad,P2,pos_definition_conflict,0,1,0,6,0.167,0.500,0.167,teapot,cloth|padded|teapot
37798,ruby,n.,红宝石、深红色,a transparent piece of ruby that has been cut and polished and is valued as a precious gem,cet6+postgrad,P3,definition_too_advanced,0,0,1,8,0.125,0.625,0.125,gem,gem|polished|precious|ruby|transparent
43081,queen,n.,王后、女王,the only fertile female in a colony of social insects such as bees and ants and termites,cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,8,0.125,0.750,0.125,termites,ants|bees|colony|fertile|insects|termites
43440,predestine,v.,预定、注定,decree or determine beforehand,cet6,P3,definition_too_advanced,0,0,1,3,0.000,0.667,0.000,,beforehand|decree
43874,northwards,adv.,向北方,the cardinal compass point that is at 0 or 360 degrees,cet6,P2,pos_definition_conflict,0,1,0,4,0.000,0.500,0.000,,cardinal|compass
999999,seminate,v.,播种于、传播、散布,t. To sow; to spread; to propagate.,cet6,P3,definition_too_advanced,0,0,1,4,0.250,0.750,0.250,t,propagate|sow|t
